820,CASCO DE SEGURIDAD CON RACHER,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,24
821,CASCO DE SEGURIDAD CON RACHER,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,8.5
822,CASCO DE SEGURIDAD CON RACHER,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,23
823,CASCO DE SEGURIDAD CON RACHER,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
824,CASCO DE SEGURIDAD CON RACHER,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,33
825,CASCO DE SEGURIDAD CON RACHER,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,46.5
826,CASCO DE SEGURIDAD CON RACHER,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,46.5
827,CASCO DE SEGURIDAD CON RACHER,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,30.67
828,CASCO DE SEGURIDAD DE PLASTICO ,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,10
829,CASCO DE SEGURIDAD DE PLASTICO ,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,12.17
830,CASCO DE SEGURIDAD DE PLASTICO ,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,18
831,CASCO DE SEGURIDAD DE PLASTICO ,I,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,14
832,CASCO DE SEGURIDAD DE PLASTICO ,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,8
833,CASCO DE SEGURIDAD DE PLASTICO ,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,12
834,CASCO DE SEGURIDAD DE PLASTICO ,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,28
835,CASCO DE SEGURIDAD DE PLASTICO ,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,20.33
836,CASCO DE SEGURIDAD DE PLASTICO COLOR BLANCO,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,48
837,CASCO DE SEGURIDAD DE PLASTICO COLOR BLANCO,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,38
838,CASCO DE SEGURIDAD DE PLASTICO COLOR BLANCO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,62
839,CASCO DE SEGURIDAD DE PLASTICO COLOR NARANJA,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,15
840,CASCO DE SEGURIDAD DE PLASTICO COLOR NARANJA,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,8
841,CASCO DE SEGURIDAD DE PLASTICO COLOR NARANJA,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,12.5
842,CASCO DE SEGURIDAD TIPO JOCKEY,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,8
843,CASCO DE SEGURIDAD TIPO JOCKEY,I,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,35
844,CASCO DE SEGURIDAD TIPO JOCKEY,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,21.65
845,CASCO DE SEGURIDAD TIPO JOCKEY,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,85
846,CASCO DE SEGURIDAD TIPO JOCKEY,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,8
847,CASCO DE SEGURIDAD TIPO JOCKEY,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,34.33
848,"CATETER ENDOVENOSO PERIFERICO Nº 18 G x 1/4"" ",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6.5
849,"CATETER ENDOVENOSO PERIFERICO Nº 20 G x 3/4"" ",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6.5
850,"CATETER ENDOVENOSO PERIFERICO Nº 22 G x 3/4"" ",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6.4
851,CAUTIN PUNTA FINA TIPO LAPICERO,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,18
852,CD GRABABLE DE 700 MB,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1
853,CD GRABABLE DE 700 MB,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1
854,CD GRABABLE DE 700 MB,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1.1
855,CD GRABABLE DE 700 MB,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.72
856,CD GRABABLE DE 700  MB,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",CIENTO,80
857,CD GRABABLE DE 700 MB.,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",EMPAQUE X 50,55
858,CD GRABABLE DE 700 MB.,F,2.3.1.99.1.99,OTROS BIENES,EMPAQUE X 50,45
859,CD GRABABLE DE 700 MB.,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,EMPAQUE X 50,45
860,CD  REGRABABLE DE 700 MB,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",EMPAQUE X 50,40
861,CD  REGRABABLE DE 700 MB,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",EMPAQUE X 50,40
862,CD  REGRABABLE DE 700 MB,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EMPAQUE X 50,40
863,CD REGRABABLE DE 700 MB,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1
864,CEMENTO CONDUCTIVO x 25kg,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,102
865,CEMENTO PORTLAND IP  X 42.5 kg,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,BOLSA,22.75
866,CEMENTO PORTLAND IP  X 42.5 kg,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,21
867,CEMENTO PORTLAND IP  X 42.5 kg,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,17.93
868,CEMENTO PORTLAND IP  X 42.5 kg,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,18.05
869,CEMENTO PORTLAND PUZOLANICO TIPO IP x 42.5 kg,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,21.38
870,CEMENTO PORTLAND TIPO I x 42.50 kg,F,2.3.1.5.99.99,OTROS,BOLSA,24.5
871,CEMENTO PORTLAND TIPO I x 42.50 kg,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,22.56
872,CEMENTO PORTLAND TIPO V x 42.50 kg,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,33
873,CEMENTO PORTLAND TIPO V x 42.50 kg,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,28.47
874,CEMENTO PORTLAND TIPO V x 42.50 kg,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,BOLSA,29
875,CERA AL AGUA PARA PISO.,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,24
876,CERA AL AGUA PARA PISO.,I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,GALON,13
877,CERA AL AGUA PARA PISO COLOR ROJO,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,28
878,CERA EN PASTA PARA AUTOMOVIL X 300 g,F,2.3.1.6.1.1,DE VEHICULOS,UNIDAD,45
879,CERA EN PASTA PARA  PISO,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,20
880,CERA LIQUIDA PARA PISO COLOR NEGRO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,18
881,CERA LIQUIDA PARA PISO COLOR ROJO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,18
882,CERRADURA INTERIOR,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,90
883,CERRADURA MECANICA DE 3 GOLPES,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,71
884,CERRADURA MECANICA DE UN GOLPE TIPO PICO DE LORO,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,55
885,CERRADURA MECANICA TIPO PERILLA DE 1 GOLPE CON LLAVE EXTERIOR,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,34.5
886,CERRADURA MECANICA TIPO PERILLA PARA PUERTA,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,30
887,CERRADURA MECANICA TIPO PERILLA PARA PUERTA,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,38
888,"CERROJO DE ACERO DE 6""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,10
889,"CERROJO DE BRONCE DE 2""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,2.5
890,CHALECO ANTIBALAS NIVEL IIIA,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,1555
891,CHALECO CON LOGOTIPO EN TELA PIEL DE DURAZNO,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,77.5
892,CHALECO DE DRIL CON CINTAS REFLECTIVAS,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,39
893,CHALECO DE DRIL CON CINTAS REFLECTIVAS,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,83
894,CHALECO DE DRIL CON CINTAS REFLECTIVAS,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,71.67
895,CHALECO DE DRIL CON CINTAS REFLECTIVAS,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,70
896,CHALECO DE DRIL CON CINTAS REFLECTIVAS,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,57.5
897,CHALECO DE DRILL BORDADO,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,62.71
898,CHALECO DE DRILL BORDADO,I,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,80
899,CHALECO DE DRILL BORDADO,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,80
900,CHALECO DE DRILL BORDADO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,90
901,CHALECO DE DRILL BORDADO,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,67.5
902,CHALECO DE DRILL BORDADO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,87.5
903,CHALECO DE DRIL UNISEX COLOR BEIGE,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,75
904,CHALECO DE MALLA CON CINTAS REFLECTORAS UNISEX,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,17.5
905,CHALECO DE SEGURIDAD,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,30.67
906,CHALECO DE SEGURIDAD,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,85
907,CHALECO DE SEGURIDAD,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,85
908,CHALECO DE SEGURIDAD,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,75
909,CHALECO DE SEGURIDAD,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,90
910,CHALECO DE TELA TIPO POLISTEL UNISEX TALLA L COLOR AZUL MARINO,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,80
911,CHALECO EN TELA DRILL CON BORDADO EN PECHO,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,72.5
912,CHALECO EN TELA DRILL CON BORDADO EN PECHO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,70
913,CHALECO EN TELA DRILL CON BORDADO EN PECHO,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,65
914,CHALECO MATERIAL SINTETICO ACOLCHADO PARA ADULTO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,99
915,CHALECO MODELO TACTICO CON MALLA IMPORTADA,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,115
916,CHAPA 3 GOLPES 2 BARRAS,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,71
917,CHAPA 3 GOLPES 2 BARRAS,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,65
918,CHAPA 3 GOLPES 2 BARRAS,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,69
919,CHAQUETA DE TELA TIPO POLISTEL MANGA CORTA UNISEX,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,73
920,"CHICOTE DE ALUMINIO 1/2""",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,13
921,CHINCHE CON CABEZA DE COLORES x 100,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",CAJA,2.33
922,CHINCHE CON CABEZA DE COLORES x 100,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,CAJA,2.2
923,CHINCHE CON CABEZA DE COLORES x 100,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,CAJA,3
924,CHINCHE CON CABEZA DE COLORES x 100,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,CAJA,3
925,CHINCHE CON CABEZA DORADA X 100,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,2.75
926,CHINCHE CON CABEZA DORADA X 100,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,3
927,CHINCHE CON CABEZA DORADA X 100,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,1.5
928,CHINCHE CON CABEZA DORADA X 200,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3.5
929,CHINCHE INDICADOR DE MAPA CON CABEZA DE COLORES X 100,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3
930,CHISPERO PARA SOLDADURA AUTOGENA,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,18
931,CHOMPA CUELLO JORGE CHAVEZ TEJIDO PUNTO DOBLE  COLOR AZUL MARINO CON LOGOTIPO ,F,2.3.1.2.1.1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",UNIDAD,46
932,CHOMPA CUELLO JORGE CHAVEZ TEJIDO PUNTO DOBLE  COLOR AZUL MARINO CON LOGOTIPO ,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,36
933,CHOMPA CUELLO JORGE CHAVEZ TEJIDO PUNTO DOBLE  COLOR AZUL MARINO CON LOGOTIPO ,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,38
934,CHUÑO BLANCO,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,9.9
935,CHUÑO NEGRO,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,7.2
936,CILINDRO DE PLASTICO CON TAPA x 55gal ,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,169.95
937,CILINDRO DE PLASTICO CON TAPA x 55gal ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,169
938,CILINDRO METALICO ROTULADO CLASIFICACION DE RESIDUOS,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,280
939,CILINDRO METALICO VACIO X 55 GALONES,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,65
940,CILINDRO PARA FOTOCOPIADORA MINOLTA BIZHUB,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,900
941,"CINCEL HEXAGONAL PUNTA AGUDA 11/8"" X 520 mm PARA MARTILLO ELECTRICO",I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,140
942,CINERARIA BLANCA,F,2.3.1.5.2.1,"AGROPECUARIO, GANADERO Y DE JARDINERIA",UNIDAD,3.5
943,"CINTA ADHESIVA PARA EMBALAJE DE 2"" X 55 m",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3.75
944,"CINTA ADHESIVA PARA EMBALAJE DE 2"" X 55 m",I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4
945,"CINTA ADHESIVA PARA EMBALAJE DE 2"" X 55 m",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
946,"CINTA ADHESIVA PARA EMBALAJE DE 2"" X 55 m",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
947,"CINTA ADHESIVA TRANSPARENTE 1 1/2"" X 40 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3.25
948,"CINTA ADHESIVA TRANSPARENTE 1 1/2"" X 40 yd",I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
949,"CINTA ADHESIVA TRANSPARENTE 1 1/2"" X 40 yd",I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
950,"CINTA ADHESIVA TRANSPARENTE 1 1/2"" X 50 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4
951,"CINTA ADHESIVA TRANSPARENTE 1 1/2"" X 50 yd",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
952,"CINTA ADHESIVA TRANSPARENTE 1 1/2"" X 72 yd",I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4
953,CINTA ADHESIVA TRANSPARENTE 12 mm X 10 m,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1
954,"CINTA ADHESIVA TRANSPARENTE 1/2"" X 50 m",I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,2.5
955,"CINTA ADHESIVA TRANSPARENTE 1/2"" X 72 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1.97
956,"CINTA ADHESIVA TRANSPARENTE 1/2"" X 75 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.5
957,"CINTA ADHESIVA TRANSPARENTE 1/2"" X 75 yd",I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2
958,"CINTA ADHESIVA TRANSPARENTE 2"" X 100 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4.88
959,"CINTA ADHESIVA TRANSPARENTE 2"" X 100 yd",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
960,"CINTA ADHESIVA TRANSPARENTE 2"" X 110 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4.83
961,"CINTA ADHESIVA TRANSPARENTE 2"" X 110 yd",I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5
962,"CINTA ADHESIVA TRANSPARENTE 2"" X 110 yd",I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
963,"CINTA ADHESIVA TRANSPARENTE 2"" X 110 yd",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.5
964,"CINTA ADHESIVA TRANSPARENTE 2"" X 55 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4
965,"CINTA ADHESIVA TRANSPARENTE 2"" X 65 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3
966,"CINTA ADHESIVA TRANSPARENTE 2"" X 72 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3.75
967,"CINTA ADHESIVA TRANSPARENTE 2"" X 72 yd",I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,3.5
968,"CINTA ADHESIVA TRANSPARENTE 2"" X 75 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5
969,"CINTA ADHESIVA TRANSPARENTE 2"" X 90 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4
970,"CINTA ADHESIVA TRANSPARENTE 3/4"" X 25 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,1.5
971,"CINTA ADHESIVA TRANSPARENTE 3/4"" X 72 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,3
972,"CINTA ADHESIVA TRANSPARENTE 3/4"" X 72 yd",I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,2.5
973,"CINTA ADHESIVA TRANSPARENTE 3/4"" X 72 yd",I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,2.5
974,"CINTA ADHESIVA TRANSPARENTE 3"" X 72 yd",F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4
975,"CINTA ADHESIVA TRANSPARENTE 3"" X 72 yd",I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4.5
976,"CINTA ADHESIVA TRANSPARENTE 3"" X 72 yd",I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
977,CINTA AISLANTE DE 19 mm X 100 m,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,3.7
978,CINTA AISLANTE DE 19 mm X 20 m 1700,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6.5
979,CINTA AISLANTE DE 19mm x 20m x 0.15mm,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
980,CINTA AISLANTE DE 19 mm X 22 m NEGRO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,7
981,CINTA AISLANTE DE 19 mm X 22 m NEGRO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
982,"CINTA AISLANTE DE 3/4"" x 18 yd",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,3.75
983,"CINTA AISLANTE DE 3/4"" x 18 yd",F,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",UNIDAD,4
984,"CINTA AISLANTE DE 3/4"" x 18 yd",I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,3.5
985,"CINTA AISLANTE DE 3/4"" X 20 m",F,2.3.1.5.4.1,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA",UNIDAD,4
